ibge_id,uf,name,capital,lon,lat,no_accents,alternative_names,microregion,mesoregion;;;;;;;;;;;;;;;
1100015,RO,Alta Floresta D'Oeste,,-61.9998238963,-11.9355403048,Alta Floresta D'Oeste,,Cacoal,Leste Rondoniense;;;;;;;;;;;;;;;
1100023,RO,Ariquemes,,-63.033269278,-9.9084628666,Ariquemes,,Ariquemes,Leste Rondoniense;;;;;;;;;;;;;;;
1100031,RO,Cabixi,,-60.5443135812,-13.4997634597,Cabixi,,Colorado do Oeste,Leste Rondoniense;;;;;;;;;;;;;;;
1100049,RO,Cacoal,,-61.4429442118,-11.4338650287,Cacoal,,Cacoal,Leste Rondoniense;;;;;;;;;;;;;;;
1100056,RO,Cerejeiras,,-60.8184261647,-13.195033032,Cerejeiras,,Colorado do Oeste,Leste Rondoniense;;;;;;;;;;;;;;;
1100064,RO,Colorado do Oeste,,-60.5550674631,-13.1305638415,Colorado do Oeste,,Colorado do Oeste,Leste Rondoniense;;;;;;;;;;;;;;;
1100072,RO,Corumbiara,,-60.9487011707,-12.9975202365,Corumbiara,,Colorado do Oeste,Leste Rondoniense;;;;;;;;;;;;;;;
1100080,RO,Costa Marques,,-64.2316539391,-12.4360138777,Costa Marques,,Guajar-Mirim,Madeira-Guapor;;;;;;;;;;;;;;;
1100098,RO,Espigo D'Oeste,,-61.0201731133,-11.5285546333,Espigao D'Oeste,,Cacoal,Leste Rondoniense;;;;;;;;;;;;;;;
1100106,RO,Guajar-Mirim,,-65.3239518197,-10.7738837407,Guajara-Mirim,,Guajar-Mirim,Madeira-Guapor;;;;;;;;;;;;;;;
1100114,RO,Jaru,,-62.4762307081,-10.4359487679,Jaru,,Ji-Paran,Leste Rondoniense;;;;;;;;;;;;;;;
1100122,RO,Ji-Paran,,-61.9450945827,-10.8820513183,Ji-Parana,,Ji-Paran,Leste Rondoniense;;;;;;;;;;;;;;;
1100130,RO,Machadinho D'Oeste,,-61.9995925724,-9.42556248,Machadinho D'Oeste,,Ariquemes,Leste Rondoniense;;;;;;;;;;;;;;;
1100148,RO,Nova Brasilndia D'Oeste,,-62.308230163,-11.7213254139,Nova Brasilandia D'Oeste,,Alvorada D'oeste,Leste Rondoniense;;;;;;;;;;;;;;;
1100155,RO,Ouro Preto do Oeste,,-62.2610551904,-10.7235739008,Ouro Preto do Oeste,,Ji-Paran,Leste Rondoniense;;;;;;;;;;;;;;;
1100189,RO,Pimenta Bueno,,-61.1836656736,-11.67753699,Pimenta Bueno,,Vilhena,Leste Rondoniense;;;;;;;;;;;;;;;
1100205,RO,Porto Velho,true,-63.8314456544,-8.76889179,Porto Velho,,Porto Velho,Madeira-Guapor;;;;;;;;;;;;;;;
1100254,RO,Presidente Mdici,,-61.9094386835,-11.1732050162,Presidente Medici,,Ji-Paran,Leste Rondoniense;;;;;;;;;;;;;;;
1100262,RO,Rio Crespo,,-62.900010366,-9.7055367097,Rio Crespo,,Ariquemes,Leste Rondoniense;;;;;;;;;;;;;;;
